Season,Week,game_date,home_team,away_team,has_odds
2025,17,2025-12-28,Dolphins,Buccaneers,
2025,17,2025-12-28,Bills,Eagles,
2025,17,2025-12-28,Colts,Jaguars,
2025,17,2025-12-28,Jets,Patriots,
2025,17,2025-12-28,Titans,Saints,
2025,17,2025-12-28,Browns,Steelers,
2025,17,2025-12-29,Falcons,Rams,
2025,16,,Commanders,Eagles,
2025,16,,Bears,Packers,
2025,17,,Bengals,Cardinals,
2025,17,,Raiders,Giants,
2025,17,,Packers,Ravens,
2025,17,,Panthers,Seahawks,
2025,17,,Chargers,Texans,
2025,18,,Bengals,Browns,
2025,18,,Rams,Cardinals,
2025,18,,Broncos,Chargers,
2025,18,,Raiders,Chiefs,
2025,18,,Texans,Colts,
2025,18,,Eagles,Commanders,
2025,18,,Giants,Cowboys,
2025,18,,Patriots,Dolphins,
2025,18,,Bills,Jets,
2025,18,,Bears,Lions,
2025,18,,Vikings,Packers,
2025,18,,Buccaneers,Panthers,
2025,18,,Steelers,Ravens,
2025,18,,Falcons,Saints,
2025,18,,49ers,Seahawks,
2025,18,,Jaguars,Titans,
